sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,label
43,81.97037923,288358.4,1.099735477,0.148849686,282.5507256,3.55533612,11.51734008,3.71326E+11,-768489.0902,-8.2293E+14,,187.6834343,401544.686,34.241065,-3.635215141,,1.66845E+13,5614.447027,94996.44581,-8.608320386,1980,,0.024083353,430.198746,0.510021187,,102360.3765,6.540621137,199.8102431,0.301014345,,28.33731949,44,25.0544367,2.018822787,14.00260246,-9.82867E+12,360555.8641,14.89112892,-1189340401,381080.9389,219.0413408,1459902622,3517792.588,7.301120723,-1.174405256,29.4602067,309968.7814,622092818.7,44.06036604,1.172148775,-4.38331E+15,143982.0089,0.740897812,288358.4,191302.0259,,0,-26990.64866,17.54760854,72954675.2,168089.8964,0.012021323,257.2903096,1126.4,11,1.56541E+13,58.35198842,174060.1436,824544.2897,101.243651,0.063596443,-2515429.134,5.345624569,1.417956817,,-5.369333352,0,4505.6,,,17.06607286,-12783382845,0.635145769,-8.98157E+13,0.015100589,-8.46184E+12,-56226186219,18022.4,-253520503.2,461927.3107,6.48343E+12,,391773.1918,6081731.7,120.5124169,590395.8235,17.16864099,166815.0264,219.5301569,0,-150371472.7,127.4943664,1.338201928,1.495976705,55.03393459,221.9544132,2
44,88.46923641,288358.4,1.10423746,,224.5314656,19.66268062,-3.797784944,-1.73588E+11,-1038821.921,5.43198E+14,1.085527173,366.5622908,378213.9552,19.89981611,-18.75313254,1.064373838,9.30696E+12,65077.76047,,31.22298713,1980,395055.9839,0.054329727,,,,121715.1692,-8.660128934,178.5424847,0.062825739,-6.094292577,-0.222874894,44,20.26982845,0.716401222,9.107054095,4.41482E+12,559042.5266,21.7435926,-41417765.21,575599.748,368.9598687,-13366417.67,112083.2186,21.20886086,-0.04555412,22.97618262,158336.238,-42755087.29,43.61775954,1.003676951,6.91178E+15,137108.7256,,288358.4,496321.653,4.793253275,0,183157.0726,-20.41012942,72954675.2,-16628.26472,0.355702798,225.3790504,1126.4,11,1.77605E+11,119.9662196,424805.7494,342485.4784,171.8159368,1.099460168,-2480590.876,0.568783401,1.089898311,442.8112751,-4.023232988,0,4505.6,2.06E+16,0.88,,10340855642,0.183220521,-8.2137E+11,0.002822589,3.12425E+12,-81035857265,18022.4,301129738.4,435309.2896,1.40452E+13,,266400.7997,-29673595.27,107.1428434,267630.2345,16.79702264,97283.92884,213.7824215,0,-300721624.9,180.6569193,0.774651836,0.183077739,-2.170425668,,0
45,35.67010315,288358.4,1.105346003,2.001365653,161.0965102,10.94675015,1.857871485,6.54773E+11,477169.9412,2.90703E+15,1.09282074,,388670.1476,32.81863911,-9.562547473,1.049737342,2.62252E+13,39489.32015,157173.4137,33.84621572,1980,456389.8303,1.020376596,399.2284437,0.394483144,205495.8652,68411.63036,-22.71634285,126.7926194,0.121388021,-1.766443417,76.08256392,44,-8.083235396,0.149188766,-11.98703041,-2.05202E+11,777184.6662,21.01883444,6640809.605,,153.7864263,-161552664.2,-650154.1548,20.94494615,0.366750871,8.168778332,379780.9174,,35.02709577,1.905850979,-8.44147E+15,130296.1494,0.098533266,288358.4,463962.5216,-32.20715892,0,-42982.74676,17.65467696,72954675.2,-925295.3627,0.746577224,252.7317382,1126.4,,3.31911E+13,286.279352,146327.603,597326.9591,,,3835002.241,4.623850893,0.973525494,,-7.213466263,0,,-2.33825E+15,0.88,-50.9565876,2068632891,0.24145927,8.73983E+12,0.006714943,4.33533E+12,38396980874,18022.4,172400700.7,307615.9225,-8.4836E+12,1126.4,,-41222648.85,129.890125,413447.0789,-0.880733353,209425.1523,316.55924,0,1325975833,176.4693497,3.532158622,,-5.213724271,108.1114566,5
46,83.65021675,288358.4,,1.92288382,120.7943446,19.60030825,-0.607292188,38537396518,856613.6972,-5.80672E+14,1.053406931,290.1519345,383537.6867,-6.506924389,-19.21609847,0.074543491,-2.24082E+12,87276.94467,290998.6954,44.10862385,1980,378181.6372,0.034140322,349.8143121,0.873209199,177050.129,4861.142255,-6.937345978,379.1729056,1.578634415,-9.598630088,22.39037147,44,-23.172456,2.701172639,30.91897993,1.68424E+12,374398.7455,,27601307.05,429876.9826,,-1787847918,,12.62198876,-0.210720586,11.90016409,381976.0335,514971960.4,29.74706967,0.193778913,-1.60E+16,166124.4532,3.044707668,288358.4,165418.872,,0,-26642.38067,-15.18063974,72954675.2,767717.7776,3.394735533,358.1912654,1126.4,11,2.93779E+12,47.27016818,324456.6154,293262.1434,220.6348729,1.072409347,6524632.23,0.07471945,,377.9942679,-21.25577887,0,4505.6,-1.40E+16,,-29.27431996,21582503113,0.272357957,-2.91896E+12,0.024703647,4.67295E+12,1.37762E+11,18022.4,23512530,153534.9375,1.75125E+12,,140064.155,-5561851.598,134.6330152,,-4.531843195,45392.59508,260.5892717,0,-137359181.4,140.2722504,0.673034117,,2.261569079,208.6179431,0
47,53.52099873,288358.4,1.103735082,2.86938101,,4.089066114,-0.631807957,-2.6689E+11,,1.82971E+15,1.083352081,210.1729626,157277.2537,-22.11884637,36.2109296,1.105893416,-1.40154E+13,3628.799095,53873.18331,17.82152826,,142476.9277,-0.022083534,484.4780809,2.226383104,177382.1793,107444.5169,-35.34734902,382.6715085,0.322873536,4.35933395,-15.31985324,44,19.79369496,1.091035032,-11.96949724,3.05482E+12,381765.2891,,-658930361.6,,150.3777958,,1435887.806,3.483820744,-0.331832121,-14.54779382,234371.4759,302290624.9,-26.12185711,0.498747262,7.6087E+14,396303.0596,0.756939978,288358.4,338193.5548,-6.237334626,0,-79538.92939,-4.064693223,72954675.2,-295055.0754,,281.5660042,1126.4,11,-5.87306E+12,194.2881978,210493.6098,817828.0963,210.8759246,1.003801976,5453929.899,1.10966727,0.16678596,378.6045706,6.053517864,0,4505.6,2.22715E+15,0.88,36.4995037,15150939456,0.805309477,-4.72387E+13,0.013226575,-1.68019E+13,-1.43314E+11,18022.4,-153851193.3,,-1.50852E+13,1126.4,400127.8141,-14347036.71,128.2883166,630577.253,16.42842676,65580.9234,228.2780917,0,-573897970.7,234.5957758,0.596470714,,1.789613321,243.9865259,0
48,72.81054189,,1.104027939,0.834172091,,-0.306680475,-7.215409053,2.38471E+11,-468399.3499,-1.78346E+15,0.500340313,280.9725268,32738.25048,-11.79328294,-18.83577808,0.963819608,-1.92929E+13,43435.89036,462649.4053,28.46407226,1980,322247.8217,0.029652001,388.3597111,,19336.22777,74109.79504,2.882579634,236.055394,0.235239155,-10.32143495,-2.257347023,44,5.150894728,1.006658408,1.165674761,-1.21554E+13,697905.571,13.01714649,1032557490,176333.932,,4787308613,517765.2157,44.90946612,-1.197642784,12.95990909,96762.33027,-809741256.4,-42.80605454,0.280686458,-4.0478E+13,419263.2797,0.156187585,288358.4,,-14.48450901,0,106962.2456,11.0329078,72954675.2,-1038911.985,0.361848434,310.5431101,1126.4,11,-3.02379E+13,56.46069579,272435.8503,50924.60506,198.4361609,0.097126075,-1786701.688,0.296381723,,264.1597671,2.833548463,0,4505.6,,0.88,81.37746848,5625404999,0.814459488,-1.73299E+14,0.005245432,1.71755E+13,1.08032E+11,18022.4,-340958958.1,672094.087,-5.80505E+11,1126.4,346123.5955,-11817906.1,105.0899159,104614.9967,25.01822548,98835.37827,92.93216185,0,-293463191.7,184.4250106,0.221625882,1.037505908,-28.89996386,291.4668245,2
49,103.4756401,353086.782,2.102973831,-2.203654546,40.70923505,4.153882853,-19.44205242,4.3485E+12,,-9.97492E+14,0.467576377,313.7851942,2157040.416,11.11824307,17.83867202,4.563554767,1.95467E+14,61330.20429,33332.8203,374.9895827,2567.664913,1473544.092,-0.046337293,138.9878572,1.030009933,510861.5324,,117.9327796,274.0348466,1.928155323,21.84858794,-77.40541257,,165.3510073,16.42202677,65.25988683,9.24582E+12,516381.6883,19.10659512,5264295326,-613785.1685,1191.050064,1613800547,14405934.57,21.30704182,2.810666276,-8.197048453,316415.5801,2652556259,-7.682354179,0.0074222,4.48318E+15,1524485.126,0.703999878,288358.4,2414381.513,7.219652133,0,-32327.61747,103.5140417,-60915357.76,-1408708.904,3.431903596,-16.54506721,1549.438494,-5.760551863,1.1088E+14,1127.64744,497976.8143,771821.3868,106.8719916,3.08633391,49088103.71,1.081465358,9.3715354,390.101801,-45.69617414,0,,1.14E+17,,-239.6299878,,1.053916979,,0.025114384,8.6897E+12,-35262722527,,283585173.3,1461164.488,1.00206E+14,-205.3488628,89736.03513,-18317949.04,-1.943325788,8813533.881,-15.72695768,1146086.525,322.3415235,0,-1989967424,225.9064295,7.146611853,7.423441696,50.62363228,1141.554005,0
50,,288358.4,1.10451129,1.442365288,226.0801513,16.03404772,2.92524859,-1.80587E+11,241153.78,-1.11978E+15,1.085134404,449.4214721,531779.8386,-10.26523443,0.762261139,1.070028082,5.27556E+12,6037.432156,108738.2724,53.84928328,1980,319748.2626,0.094499523,453.762852,0.852368162,59358.62503,147430.5585,34.29663508,350.2966873,0.032881407,6.635056448,117.2220985,44,7.386676716,1.55732698,-24.55136477,1.39979E+13,275266.9138,13.92090506,-1355123863,42624.45091,207.6733858,-1543287329,-390839.2139,4.413864347,0.60564945,13.31063619,644292.6185,451230875.8,-27.00931948,0.016154293,-8.44837E+14,389821.6156,1.090029865,288358.4,462739.4895,5.188866491,0,75515.63833,1.614676881,72954675.2,543509.5397,1.23962744,347.0610191,1126.4,11,4.69297E+12,138.3722728,480301.6393,575330.6241,156.3857918,1.064390597,-6812709.875,3.424767832,7.87637952,548.8817277,-11.13121765,0,4505.6,,0.88,-8.654058539,-14307142000,0.630477987,5.5143E+13,0.012168477,-3.51206E+11,-58243438785,18022.4,252112636,750134.4232,4.08672E+12,1126.4,445477.0807,351996.6807,107.375431,496638.4507,-3.998578723,72556.99651,92.51258645,0,-468031310.8,169.9248497,1.073199326,2.198070707,22.56526835,130.6770497,5
51,78.19366688,288358.4,1.103129059,2.062723478,332.7824125,6.049396699,-6.33886162,-4.53066E+11,-486907.3834,-3.83281E+15,1.087182383,216.443898,415342.7883,9.130441705,-32.65469131,0.282569166,2.58669E+13,81750.31528,184729.9468,-19.76322663,1980,374520.6402,,244.8384371,0.225712982,48877.41179,115470.4197,-0.387441257,295.9596275,,-5.484503566,92.14524049,,-26.26553408,6.833528534,-1.870880657,1.03978E+13,,23.10846496,-845164548.3,397001.6971,,-1348472606,,25.12097808,0.747026521,39.28022511,484721.7997,-492074839.8,-5.285242743,0.644218914,4.65764E+15,341581.4945,0.047803042,288358.4,,-4.217914963,0,26009.60988,4.902063125,72954675.2,170336.0276,0.260436486,257.4181361,1126.4,11,-2.26869E+13,117.4153437,,,108.8569038,1.067026127,-448603.9434,0.442292774,1.939749628,470.3491503,-1.383051649,0,4505.6,,0.88,-31.87952465,29502744359,0.132022999,1.32511E+14,2.999800942,5.8482E+12,-11729325598,18022.4,234209262.2,437702.0286,-6.04362E+12,1126.4,23924.98311,-10249393.95,105.6301584,639715.1488,2.903742585,189382.6556,170.3914649,0,-57418302.35,217.9052676,0.218454344,2.480769727,-1.556466227,236.9580605,3
52,49.47486824,288358.4,1.104457904,1.437812582,156.9142183,16.6960141,-6.358808967,1.70769E+11,-600414.5869,1.98418E+15,1.089508915,381.4351505,185595.5043,-5.473769357,10.59984191,1.053389158,5.77296E+12,99477.1553,,26.73359904,1980,81400.11123,0.952032976,521.5014034,0.748472378,68679.48047,156816.9436,14.32001923,,0.232038714,-11.930687,13.57726253,44,5.614680752,1.895287878,17.69773607,2.53629E+11,,10.35618229,-178696391.2,162269.7972,227.7257732,665072756.8,2423193.248,29.06896539,0.357610857,35.54352126,51971.12935,-470820017.9,2.507593641,0.766308792,-7.26988E+15,618984.0765,1.345697026,288358.4,421429.7707,8.91370537,0,-217742.8758,2.385320123,72954675.2,218463.1119,0.548361498,355.014036,1126.4,11,-2.11249E+12,25.51646027,340747.9891,806768.5487,232.9936915,1.031426581,3497622.558,2.368053939,0.377777839,412.3019383,11.51526019,0,4505.6,,0.88,-66.10992052,41440180107,0.569713129,7.31401E+13,0.004695154,-1.00181E+13,-37964002891,18022.4,349235515.1,287789.4632,-8.77422E+12,1126.4,14259.09687,-21321874.76,101.4720218,120624.5274,-1.186829649,182003.3096,310.2252107,0,-531129582.9,111.8602897,0.939886199,2.477020344,-14.25624176,230.409423,5
53,62.09578739,,1.102487049,1.763176936,254.214863,4.380344359,8.142830508,,341084.931,1.52698E+15,0.517891529,433.5263277,119203.7164,29.41619114,-20.09857402,1.008359341,-6.86614E+12,80774.37756,404062.2045,-1.32121663,1980,133662.9897,0.003919801,227.4844192,0.996762067,252776.2194,83081.16373,-22.62306364,252.3889711,,27.06171754,155.5678147,44,19.09439729,0.167913028,24.97319917,2.30278E+12,275970.1729,19.47023234,113184857.5,438373.4712,219.3424829,2229288505,-1716397.101,33.22336557,,5.121966206,537772.623,186503165,-18.8932339,,,73308.58671,0.126551182,,443338.1112,26.54531806,0,120150.3792,2.755315809,72954675.2,84883.78228,1.561057154,340.6209048,,11,-7.9902E+12,161.9956091,490965.827,53590.38143,,0.035091176,-2223032.079,0.204876259,0.361844268,460.7844906,12.64410448,0,4505.6,-1.03E+16,0.88,,,0.065439696,3.82168E+13,-0.009267782,8.24469E+11,-70012982562,18022.4,-77168115.05,,-1.7695E+13,1126.4,807173.2587,-16064569.99,140.461882,-1169916.757,11.56785102,191150.3367,288.8136518,0,210055679.4,184.6805418,0.690383787,1.479692573,13.30089446,276.5245032,1
54,,288358.4,1.102445411,0.057992071,245.8476317,0.075825782,-13.06843983,1.41683E+11,-29332.18744,2.24426E+15,1.079820363,,153913.7383,-5.31686589,10.01337349,,-1.75904E+13,14814.10463,128059.3401,-5.019429085,1980,168928.3223,0.029752129,499.6858718,3.740198931,134485.4592,80676.17202,-0.05126374,,0.381957687,8.551732759,131.0360285,44,-4.615271064,1.631665578,6.501094035,5.25041E+11,80372.14395,10.67769167,-331773836.4,254748.1421,338.2885116,5142523278,1967192.373,24.1670106,0.427043846,23.33119634,269377.6071,480638318.8,-48.15625844,1.247162766,7.8315E+14,481620.5303,0.528496561,288358.4,603261.6865,7.011493088,0,-12067.03608,5.477963195,72954675.2,-159679.7061,0.969103139,,1126.4,11,-8.73061E+12,209.420423,132114.086,764462.1326,191.4159077,1.052793658,5179873.382,2.547534627,0.675410625,398.145999,-5.917272844,0,4505.6,1.17E+16,,,15853019983,0.195743178,3.26464E+13,-0.020068294,-1.13504E+13,38931588142,18022.4,-172697983.6,283703.3923,-8.38188E+12,1126.4,805038.5318,-5899052.517,116.5742869,-303500.0311,-7.214721708,61886.16384,259.1447512,0,321329173.6,56.6440271,1.199812742,0.834707155,-26.33228344,271.8139309,3
55,61.24831876,288358.4,1.110609306,2.881412946,,10.08121171,-1.058635657,9061876013,-1629454.444,-1.56119E+15,1.080269278,291.3999823,293664.6211,3.690428046,0.695783463,,-6.96724E+12,45994.65935,267485.3154,3.743768204,1980,193993.2164,0.035159227,177.8304862,1.029966726,,130385.807,-0.63940439,279.6201063,0.907243516,3.071978404,36.15039404,44,-13.5280101,2.358546621,-19.66789156,-5.93553E+12,462619.9018,16.17689802,529395666.4,,221.8656177,299172070.7,-478913.3157,13.62180542,,2.814966529,124738.9967,914755403.4,4.109227627,,-1.27296E+15,494454.716,1.762581941,288358.4,557118.8087,,0,-10175.31869,13.9980616,72954675.2,-446097.0639,0.95882226,293.7259504,,11,4.03364E+12,144.8664254,178686.9632,136510.5766,192.0162897,1.078028988,5664132.657,2.144957132,0.135099379,188.6501846,21.72977938,0,,1.64E+16,0.88,3.122000719,,,-1.20005E+14,-0.004398144,,6065164299,18022.4,-2965223.044,,8.87698E+12,,768648.7422,887574.0872,107.1722002,-1346702.538,14.33823376,183170.0879,317.6760442,0,-603020709.5,99.15489623,1.392063818,1.356999228,-6.405981567,241.4306523,0
56,60.55196121,288358.4,1.103457839,1.638477218,309.2508865,0.849211301,-0.81080513,535737341.8,41390.2013,-4.5772E+14,0.6539553,397.0151383,71599.08138,-24.7622289,-24.46701842,1.097025932,-1.52717E+13,75793.48228,158232.6632,30.80935058,1980,123393.4294,0.014397351,407.0843577,4.428117371,172255.3036,148976.7712,-12.72417402,271.0386838,0.287273643,-28.26141326,209.2957104,44,-10.33924715,2.112181744,13.0453472,-9.56565E+12,529298.0356,14.20556613,-1388893862,157063.947,182.3827634,,-68642.31909,15.64883959,0.095842824,3.640991096,,-401213090.8,38.95225625,0.230461357,-2.98735E+15,238781.737,0.616939117,288358.4,463183.9896,-6.141744347,0,,3.072754546,72954675.2,718232.7615,1.173749894,,1126.4,11,-9.64188E+12,-19.69743863,268976.1448,770896.2992,114.5135103,1.107566401,-1343607.748,7.501158185,,333.9074285,-5.285531334,0,4505.6,-1.07E+16,0.88,40.12373144,,0.11390728,-8.58535E+13,0.000229032,,-1.10554E+11,18022.4,-297829536.1,522220.5498,1.49676E+13,1126.4,651173.687,-4184917.764,95.865895,,-18.57459085,,,0,-88577053.72,183.5296186,2.642713296,0.262668515,8.393084819,206.5994192,4
57,,288358.4,1.10171962,4.283200552,201.7030546,9.492706133,-13.30183796,3.05662E+11,82968.16074,2.63764E+15,1.070816241,201.8126276,244012.3588,6.343578354,3.730317089,0.049440215,1.39208E+13,72350.08662,148655.4631,11.99520221,1980,92498.13786,-0.092634936,,1.381493934,30608.89665,102816.8806,-11.4410756,,1.083495863,2.898947516,27.84087543,,8.125506641,5.345884758,8.208910085,6.74219E+12,113623.2652,12.73100814,557133570,340815.1965,,-1383988927,-1601240.536,-3.361314663,-1.064422078,18.94524986,235632.4336,1730006471,23.60434985,0.345743822,8.11677E+15,,0.581532072,,291450.486,14.64371221,0,120700.553,14.48921791,72954675.2,-504025.142,0.582327919,312.4932386,1126.4,11,3.73311E+12,84.56647792,,356153.5391,102.1752737,1.020671601,2730046.624,,0.014112098,416.588057,6.9220416,0,4505.6,,,-82.86576045,6440857306,0.078158313,6.04061E+13,0.016584074,1.19894E+13,-7519236897,18022.4,316108137.8,524262.3339,1.05107E+12,1126.4,,4253210.995,103.0296782,-360695.6342,14.65716069,150749.8669,,0,-606810474.8,173.5199531,1.298917631,1.427552814,-5.086658365,284.7684727,0
58,67.15590883,288358.4,2.103446658,0.291352639,407.0954779,5.097006196,-1.317453845,1.10795E+11,63570.10675,-3.39365E+15,1.080641738,232.6312813,197556.0578,4.709366443,-14.02516809,0.634332287,1.88296E+13,84185.67114,75752.17522,0.755425177,1980,29500.04163,-0.000766837,183.2564484,0.09153327,205278.9198,54875.22444,-10.66026626,152.717718,0.304575379,-8.1979248,15.08336612,44,23.03053004,1.465510382,14.04636327,-9.08008E+11,347442.9385,22.05690997,514807840.5,286117.5725,131.8210439,,1508385.817,27.87312005,4.851994475,23.74674295,514350.754,,42.21209701,3.411236187,2.3278E+15,500865.6438,1.760238291,288358.4,506035.739,-14.95066278,0,-99165.11832,-9.698240784,72954675.2,-31790.09911,0.687797828,286.7436299,1126.4,11,3.77848E+13,-15.04469525,459770.2164,704763.8682,196.7085469,0.07462969,3029660.313,1.002013747,0.890322736,218.2689098,8.900948531,0,4505.6,-1.9577E+15,0.88,-13.92413171,-32368974257,0.019297972,1.11562E+14,2.005253057,1.17336E+13,-92325374633,18022.4,314159437.8,15829.30559,5.9169E+12,1126.4,496358.3786,9139761.762,87.77301488,514603.4554,-29.83440245,203357.1008,209.8218855,0,-222681356.5,166.7379013,1.100598121,0.973958955,3.089007355,,1
59,,288358.4,,1.742350133,136.4083095,13.42317679,-16.40256069,,142312.6711,-2.68106E+15,1.084933405,523.0739294,14567.19075,-10.89135646,-6.592048922,1.064349913,-1.06819E+13,42652.16484,17460.51707,27.15365309,1980,101181.0795,,271.1143438,0.963554747,25192.94006,62679.73684,-18.63916564,,0.811148866,-2.817593133,15.93630592,44,7.805077278,0.483241756,4.312126698,8.55487E+12,374943.0939,19.33712225,-484463363.3,,126.3838527,3498821852,,-0.300858405,,22.71599578,225285.7149,,33.48033719,0.086196852,-1.54201E+15,332444.5062,3.683097546,288358.4,286268.742,40.5031359,0,,4.480431035,72954675.2,455544.9971,,244.1014292,1126.4,11,5.25814E+13,45.99627016,121381.6079,3182.852532,58.66957818,1.039091104,-3003182.141,1.540894083,0.44593067,397.3707098,0.417395136,0,4505.6,3.59395E+15,,-111.0979117,,0.107697099,-1.46573E+13,0.012316223,-1.15386E+13,81421285731,18022.4,521731236,76979.20588,1.23072E+12,1126.4,39525.13033,-24272156.53,49.28037961,-180894.6688,0.7396211,96034.19062,273.6320752,0,-348073229.8,197.3400613,2.724690307,0.023494734,7.093680429,171.6184222,0
60,33.25807488,,1.107517544,0.355978059,339.4732266,6.384628291,-6.433534088,-2.56375E+11,4169.316079,-1.88996E+15,1.079264884,349.3696599,377435.4406,53.08976489,50.80288328,1.082038785,-3.65862E+13,59160.0413,319694.5917,-31.51407256,,272780.9936,0.021166916,377.875505,1.289610606,14540.93754,26445.61523,82.55217887,423.3192586,0.299812436,54.26457748,37.15730006,44,69.99758096,,66.52657969,-3.71133E+12,104959.4998,19.61814974,607914617.7,327382.81,183.673032,3202875157,,89.33859656,0.059660298,57.69659934,457770.8251,725259809,30.58377673,,1.51345E+15,307326.5511,0.030769279,288358.4,41046.47146,-38.19932158,0,44974.56099,65.85097536,72954675.2,341418.0392,0.305725276,275.4866588,1126.4,11,-4.44201E+13,66.85749212,411578.1615,229099.5644,224.595223,0.095627212,-3854873.76,0.901441386,0.998124809,222.469971,49.20653447,0,4505.6,-3.19915E+14,0.88,-55.53311009,-49616402897,0.622062103,-1.59895E+13,0.009570896,-2.70932E+12,99165038513,18022.4,68617005.97,389048.3957,6.36565E+12,1126.4,423008.5145,-20023677.66,,1166985.925,59.97246117,144460.519,294.8543919,0,-394798218.9,168.2233784,1.090547088,0.802034878,76.03300963,204.8592415,2
61,53.02444892,288358.4,,3.049671699,230.7458565,8.055278709,13.86271131,-31319955906,-331305.3211,-3.98626E+14,1.080186905,226.3789268,468715.0933,-28.62530885,-7.096330768,1.075655464,-6.82762E+13,4000.02801,45958.20698,30.2413337,,332108.7855,0.002139897,327.3423189,0.725988831,34356.13002,78049.44067,23.38313502,,1.300639826,7.169332515,116.9779772,44,6.921500342,,6.174700718,-1.64091E+12,449130.6702,21.50032439,-343436382.9,363009.0689,265.7560653,-203427205.4,-308147.3459,26.9028888,0.990712402,-5.167697054,238979.6835,-262382237.6,54.88226343,,-5.72343E+15,667415.2729,,288358.4,,25.54600913,0,43290.436,1.172647221,72954675.2,799765.546,0.232825661,223.8647192,1126.4,11,6.43263E+12,177.7031621,163787.217,91097.63429,,1.07978166,-1344202.121,9.304634314,2.580575364,430.5055912,-9.072006698,0,4505.6,1.90E+16,0.88,-68.90997949,-947791639.5,0.127239086,-1.42338E+14,0.012624043,-7.84562E+12,11142344794,18022.4,255558857.5,116333.3347,-1.17024E+13,,68562.58564,4955708.617,145.7775243,872532.498,19.06202206,85158.80085,,0,-269743754.7,210.5517849,0.33027456,2.627538642,-4.339939484,93.83874292,0
62,42.12633555,288358.4,1.103234474,0.242621152,80.27569511,21.51513527,-10.11574963,-8.92318E+11,191215.8467,1.68235E+14,1.048651417,363.2256344,300135.143,-7.950084744,-0.544424035,0.080595691,2.27424E+13,,140095.7093,45.85323632,1980,,-0.013304342,584.7361297,2.795064129,,106624.1687,-7.289249245,,0.423961891,-7.752915105,5.941478612,44,29.19223923,1.872206778,3.162363855,-6.43642E+12,663440.1046,16.34084625,-1306018476,70572.09296,289.5140342,-3561521252,798710.7001,21.51994288,0.484114156,10.62944327,,510703906.6,3.348425346,0.118671019,7.78152E+15,185960.1351,0.160423473,288358.4,34819.94466,-36.3202165,0,3332.58022,-15.4440047,,604164.9394,0.480618917,266.0892406,1126.4,11,-3.49876E+13,44.97417853,96363.07622,393146.8027,171.3297387,1.048871309,-1582860.686,1.010662414,0.70796918,320.7703305,-15.24112247,0,4505.6,-3.66189E+15,0.88,2.946131826,-33994893919,0.632056933,-1.15759E+14,0.012832944,,1.40065E+11,18022.4,215997116.7,91195.17655,-6.51639E+12,1126.4,393195.2506,24412737.19,135.9112622,-165635.8466,-5.869790938,160947.0278,,0,670396160.7,159.4197298,1.156762989,0.21538165,11.918557,260.8133481,0
63,40.44306784,288358.4,1.110061541,1.013642928,173.3455446,18.88925466,15.23958047,-3.81716E+11,186665.4534,-1.14228E+15,1.049858005,262.9003754,281710.8995,2.290790189,-1.245509072,0.065749618,-2.86043E+13,76522.17482,,33.00456699,1980,,-0.064062887,286.0768781,0.24025141,190372.5559,9650.819993,,297.9666915,0.977194575,-4.069807206,22.68526592,44,23.90778853,,22.09851591,9.6038E+12,533784.7599,21.35151987,-1411028051,360725.107,214.0257831,7690825478,-849301.8562,15.4973708,0.634019064,7.983649365,255957.4027,-1413551025,-17.79749122,0.461863157,,259100.4068,1.899434097,288358.4,218122.4489,-1.740025803,0,41953.60931,6.214375638,72954675.2,-377405.9022,1.456563101,220.0606199,,11,-2.102E+13,282.6092717,281763.7909,490134.0665,124.6649351,1.077081684,5915282.288,0.603605826,1.338686202,218.7970785,-13.13817485,0,4505.6,2.39969E+15,0.88,-22.5534549,13570613896,1.103343018,9.31502E+13,-0.013107847,-4.19374E+12,2.23693E+11,18022.4,-321082838.9,101034.7085,-1.395E+12,1126.4,660993.4812,22976198.95,103.8830637,-145473.0511,3.742880146,33128.94613,315.5474471,0,-96268054.96,166.4616024,0.093088561,0.327066182,-12.93513363,229.200268,0
64,112.2516269,288358.4,,3.101329619,145.7756354,6.980726549,8.386739291,-4.30353E+11,659240.3074,8.33251E+14,0.487496888,417.8423269,,11.23365363,16.77085753,0.917463982,-1.74616E+12,52031.7077,,-7.640937699,1980,127826.8348,0.027089672,325.7033559,2.375292081,150929.966,65837.3385,12.37859648,356.2409926,0.881834175,0.215330792,143.2240163,44,-2.698192306,0.28245544,35.76880589,3.19261E+12,169756.252,9.406328077,-665694483.7,,241.0966879,-454511262.4,815819.133,15.72562295,-0.543105768,11.72177821,,822019949.9,-34.30423451,,-5.76958E+15,205394.8576,1.468400823,,53775.59628,-12.06602092,0,,3.945675778,72954675.2,9442.861203,,248.508088,1126.4,11,3.15472E+11,245.5945031,290103.4068,217534.2073,109.8213015,0.08736983,-5855101.181,0.571051096,0.010075896,494.2554148,9.032845358,0,4505.6,-9.30317E+14,0.88,78.49256925,-12344484485,0.097803839,-1.83714E+14,,2.1676E+11,47559885741,,-1065319191,312493.7181,-5.63072E+12,1126.4,266853.8071,-14290875.1,165.9201986,84289.14644,-5.496841127,76997.84512,233.3890426,0,-145433373.3,160.3528074,0.681099042,2.149479691,10.52263195,240.4340678,2
